Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,monthly_payment,debt_to_savings_ratio,description,target
26,male,2,own,little,moderate,1201,24,car,50.041666666666664,600.5,"26-year-old male with moderate checking account, owns housing, little savings, moderate debt-to-savings ratio, low credit amount, 24-month duration, monthly payment of $50.04 for car.",good risk
57,female,2,rent,rich,little,3622,30,furniture/equipment,120.73333333333333,905.5,"57-year-old female with little checking account, rents housing, rich savings, moderate credit amount, 30-month duration, monthly payment of $120.73 for furniture/equipment.",good risk
30,female,2,own,rich,,960,15,furniture/equipment,64.0,240.0,"30-year-old female with no checking account, owns housing, rich savings, low credit amount, 15-month duration, monthly payment of $64.0 for furniture/equipment.",good risk
44,male,2,own,quite rich,,1163,12,car,96.91666666666667,1163.0,"44-year-old male with no checking account, owns housing, quite rich savings, low credit amount, 12-month duration, monthly payment of $96.92 for car.",good risk
47,male,3,own,little,moderate,1209,6,car,201.5,604.5,"47-year-old male with moderate checking account, owns housing, little savings, moderate debt-to-savings ratio, low credit amount, 6-month duration, monthly payment of $201.5 for car.",good risk
52,male,2,own,little,,3077,12,radio/TV,256.4166666666667,1538.5,"52-year-old male with no checking account, owns housing, little savings, high debt-to-savings ratio, moderate credit amount, 12-month duration, monthly payment of $256.42 for radio/TV.",bad risk
62,female,2,free,little,,3757,24,car,156.54166666666666,1878.5,"62-year-old female with no checking account, free housing, little savings, high credit amount, 24-month duration, monthly payment of $156.54 for car.",bad risk
35,male,1,rent,moderate,,1418,10,car,141.8,472.6666666666667,"35-year-old male with no checking account, rents housing, moderate savings, low credit amount, 10-month duration, monthly payment of $141.8 for car.",good risk
26,male,2,rent,little,,3518,6,car,586.3333333333334,1759.0,"26-year-old male with no checking account, rents housing, little savings, high credit amount, 6-month duration, monthly payment of $586.33 for car.",bad risk
26,male,2,own,little,,1934,12,radio/TV,161.16666666666666,967.0,"26-year-old male with no checking account, owns housing, little savings, moderate credit amount, 12-month duration, monthly payment of $161.17 for radio/TV.",good risk
42,female,3,free,little,moderate,8318,27,business,308.0740740740741,4159.0,"42-year-old female with moderate checking account, free housing, little savings, high credit amount, 27-month duration, monthly payment of $308.07 for business.",bad risk
27,female,2,own,moderate,,1237,6,radio/TV,206.16666666666666,412.3333333333333,"27-year-old female with no checking account, owns housing, moderate savings, low credit amount, 6-month duration, monthly payment of $206.17 for radio/TV.",good risk
38,male,2,own,,moderate,368,6,radio/TV,61.333333333333336,368.0,"38-year-old male with moderate checking account, owns housing, no savings, low credit amount, 6-month duration, monthly payment of $61.33 for radio/TV.",good risk
39,male,1,rent,little,little,2122,12,car,176.83333333333334,1061.0,"39-year-old male with little checking account, rents housing, little savings, moderate credit amount, 12-month duration, monthly payment of $176.83 for car.",bad risk
20,male,2,own,,little,2996,24,furniture/equipment,124.83333333333333,2996.0,"20-year-old male with little checking account, owns housing, no savings, high credit amount, 24-month duration, monthly payment of $124.83 for furniture/equipment.",bad risk
29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,250.94444444444446,3011.3333333333335,"29-year-old male with moderate checking account, rents housing, moderate savings, high credit amount, 36-month duration, monthly payment of $250.94 for furniture/equipment.",good risk
40,male,2,own,little,,1585,24,furniture/equipment,66.04166666666667,792.5,"40-year-old male with no checking account, owns housing, little savings, moderate credit amount, 24-month duration, monthly payment of $66.04 for furniture/equipment.",good risk
32,male,1,own,little,moderate,1301,18,radio/TV,72.27777777777777,650.5,"32-year-old male with moderate checking account, owns housing, little savings, moderate debt-to-savings ratio, low credit amount, 18-month duration, monthly payment of $72.28 for radio/TV.",good risk
28,male,2,own,moderate,rich,1323,6,car,220.5,441.0,"28-year-old male with rich checking account, owns housing, moderate savings, low credit amount, 6-month duration, monthly payment of $220.5 for car.",good risk
27,female,2,own,little,little,3123,24,car,130.125,1561.5,"Age 27, female, owns housing, little savings and checking, credit amount 3123, 24-month car loan, monthly payment 130.13, high debt-to-savings ratio.",bad risk
42,male,2,free,little,little,5493,36,car,152.58333333333334,2746.5,"Age 42, male, owns housing, little savings and checking, credit amount 5493, 36-month car loan, monthly payment 152.58, high debt-to-savings ratio.",bad risk
49,male,2,own,moderate,rich,1126,9,radio/TV,125.11111111111111,375.3333333333333,"Age 49, male, owns housing, moderate savings, rich checking, credit amount 1126, 9-month loan for radio/TV, monthly payment 125.11, moderate debt-to-savings ratio.",good risk
38,male,2,own,moderate,moderate,1216,24,radio/TV,50.666666666666664,405.3333333333333,"Age 38, male, owns housing, moderate savings and checking, credit amount 1216, 24-month loan for radio/TV, monthly payment 50.67, moderate debt-to-savings ratio.",good risk
24,female,2,rent,little,little,1207,24,car,50.291666666666664,603.5,"Age 24, female, rents housing, little savings and checking, credit amount 1207, 24-month car loan, monthly payment 50.29, high debt-to-savings ratio.",bad risk
27,male,1,own,,,1309,10,car,130.9,1309.0,"Age 27, male, owns housing, no savings or checking, credit amount 1309, 10-month car loan, monthly payment 130.9, very high debt-to-savings ratio.",bad risk
36,male,2,own,quite rich,rich,2360,15,car,157.33333333333334,2360.0,"Age 36, male, owns housing, rich savings and checking, credit amount 2360, 15-month car loan, monthly payment 157.33, very high debt-to-savings ratio.",bad risk
34,male,3,own,moderate,moderate,6850,15,car,456.6666666666667,2283.3333333333335,"Age 34, male, owns housing, moderate savings and checking, credit amount 6850, 15-month car loan, monthly payment 456.67, moderate debt-to-savings ratio.",good risk
28,male,2,own,little,,1413,24,radio/TV,58.875,706.5,"Age 28, male, owns housing, little savings, no checking, credit amount 1413, 24-month loan for radio/TV, monthly payment 58.88, high debt-to-savings ratio.",bad risk
45,male,3,own,moderate,,8588,39,car,220.2051282051282,2862.6666666666665,"Age 45, male, owns housing, moderate savings, no checking, credit amount 8588, 39-month car loan, monthly payment 220.21, moderate debt-to-savings ratio.",good risk
26,male,2,own,little,little,759,12,car,63.25,379.5,"Age 26, male, owns housing, little savings and checking, credit amount 759, 12-month car loan, monthly payment 63.25, high debt-to-savings ratio.",bad risk
32,male,3,free,little,,4686,36,car,130.16666666666666,2343.0,"Age 32, male, owns housing, little savings, no checking, credit amount 4686, 36-month car loan, monthly payment 130.17, high debt-to-savings ratio.",bad risk
26,male,2,rent,little,rich,2687,15,business,179.13333333333333,1343.5,"Age 26, male, rents housing, little savings, rich checking, credit amount 2687, 15-month business loan, monthly payment 179.13, moderate debt-to-savings ratio.",good risk
20,male,2,rent,little,moderate,585,12,radio/TV,48.75,292.5,"Age 20, male, rents housing, little savings, moderate checking, credit amount 585, 12-month loan for radio/TV, monthly payment 48.75, high debt-to-savings ratio.",bad risk
54,male,2,own,,,2255,24,car,93.95833333333333,2255.0,"Age 54, male, owns housing, no savings or checking, credit amount 2255, 24-month car loan, monthly payment 93.96, very high debt-to-savings ratio.",bad risk
37,female,2,own,little,little,609,6,car,101.5,304.5,"Age 37, female, owns housing, little savings and checking, credit amount 609, 6-month car loan, monthly payment 101.5, high debt-to-savings ratio.",bad risk
40,male,1,own,little,little,1361,6,car,226.83333333333334,680.5,"Age 40, male, owns housing, little savings and checking, credit amount 1361, 6-month car loan, monthly payment 226.83, high debt-to-savings ratio.",bad risk
23,female,2,rent,little,,7127,36,furniture/equipment,197.97222222222223,3563.5,"Age 23, female, rents housing, little savings, no checking, credit amount 7127, 36-month loan for furniture/equipment, monthly payment 197.97, high debt-to-savings ratio.",bad risk
43,male,2,own,moderate,little,1203,6,car,200.5,401.0,"Age 43, male, owns housing, moderate savings, little checking, credit amount 1203, 6-month car loan, monthly payment 200.5, moderate debt-to-savings ratio.",good risk
36,male,2,free,,,700,6,radio/TV,116.66666666666667,700.0,"Age 36, male, owns housing, no savings or checking, credit amount 700, 6-month loan for radio/TV, monthly payment 116.67, very high debt-to-savings ratio.",bad risk
44,male,2,free,little,,5507,24,repairs,229.45833333333334,2753.5,"44-year-old male with little savings, high debt-to-savings ratio, seeking credit for repairs. Monthly payment: $229.46. Duration: 24 months.",bad risk
24,female,2,own,little,little,3190,18,radio/TV,177.22222222222223,1595.0,"24-year-old female homeowner with little savings, moderate checking account, seeking credit for radio/TV. Monthly payment: $177.22. Duration: 18 months.",good risk
53,male,2,free,little,little,7119,48,furniture/equipment,148.3125,3559.5,"53-year-old male with little savings, moderate checking account, seeking credit for furniture/equipment. Monthly payment: $148.31. Duration: 48 months.",bad risk
23,female,2,own,moderate,,3488,24,car,145.33333333333334,1162.6666666666667,"23-year-old female homeowner with moderate savings, no checking account, seeking credit for a car. Monthly payment: $145.33. Duration: 24 months.",good risk
26,female,1,own,little,moderate,1113,18,radio/TV,61.833333333333336,556.5,"26-year-old female with stable job, moderate checking account, seeking credit for radio/TV. Monthly payment: $61.83. Duration: 18 months.",good risk
30,male,2,own,little,moderate,7966,26,car,306.38461538461536,3983.0,"30-year-old male homeowner with little savings, moderate checking account, seeking credit for a car. Monthly payment: $306.38. Duration: 26 months.",bad risk
31,female,2,own,moderate,,1532,15,education,102.13333333333334,510.6666666666667,"31-year-old female homeowner with moderate savings, no checking account, seeking credit for education. Monthly payment: $102.13. Duration: 15 months.",good risk
42,male,1,own,little,,1503,4,radio/TV,375.75,751.5,"42-year-old male with stable job, little savings, no checking account, seeking credit for radio/TV. Monthly payment: $375.75. Duration: 4 months.",bad risk
31,male,2,rent,little,little,2302,36,radio/TV,63.94444444444444,1151.0,"31-year-old male renter with little savings, moderate checking account, seeking credit for radio/TV. Monthly payment: $63.94. Duration: 36 months.",good risk
41,male,1,own,little,little,662,6,car,110.33333333333333,331.0,"41-year-old male with stable job, little savings, no checking account, seeking credit for a car. Monthly payment: $110.33. Duration: 6 months.",good risk
32,male,2,own,little,moderate,2273,36,education,63.138888888888886,1136.5,"32-year-old male homeowner with little savings, moderate checking account, seeking credit for education. Monthly payment: $63.14. Duration: 36 months.",good risk
28,female,2,rent,moderate,moderate,2631,15,car,175.4,877.0,"28-year-old female renter with moderate savings, moderate checking account, seeking credit for a car. Monthly payment: $175.40. Duration: 15 months.",good risk
41,male,2,rent,little,,1503,12,car,125.25,751.5,"41-year-old male renter with little savings, no checking account, seeking credit for a car. Monthly payment: $125.25. Duration: 12 months.",good risk
26,male,2,own,moderate,,1311,24,radio/TV,54.625,437.0,"26-year-old male homeowner with moderate savings, no checking account, seeking credit for radio/TV. Monthly payment: $54.63. Duration: 24 months.",good risk
25,male,2,own,,,3105,24,radio/TV,129.375,3105.0,"25-year-old male homeowner with no savings, no checking account, seeking credit for radio/TV. Monthly payment: $129.38. Duration: 24 months.",bad risk
33,male,2,rent,little,rich,2319,21,education,110.42857142857143,1159.5,"33-year-old male renter with little savings, rich checking account, seeking credit for education. Monthly payment: $110.43. Duration: 21 months.",good risk
75,female,3,own,,little,1374,6,car,229.0,1374.0,"75-year-old female with stable job, no savings, little checking account, seeking credit for a car. Monthly payment: $229.00. Duration: 6 months.",bad risk
37,female,2,own,little,moderate,3612,18,furniture/equipment,200.66666666666666,1806.0,"37-year-old female homeowner with little savings, moderate checking account, seeking credit for furniture/equipment. Monthly payment: $200.67. Duration: 18 months.",good risk
42,male,3,free,little,little,7763,48,car,161.72916666666666,3881.5,"42-year-old male with stable job, little savings, no checking account, seeking credit for a car. Monthly payment: $161.73. Duration: 48 months.",bad risk
45,female,1,own,little,rich,3049,18,furniture/equipment,169.38888888888889,1524.5,"45-year-old female with stable job, little savings, rich checking account, seeking credit for furniture/equipment. Monthly payment: $169.39. Duration: 18 months.",good risk
23,male,2,rent,little,moderate,1534,12,radio/TV,127.83333333333333,767.0,"Young male, renting, little savings, moderate checking account, high debt-to-savings ratio, seeking credit for radio/TV.",bad risk
60,male,2,free,little,,2032,24,car,84.66666666666667,1016.0,"Older male, free housing, little savings, no checking account, high debt-to-savings ratio, seeking credit for car.",bad risk
31,male,2,own,,little,6350,30,furniture/equipment,211.66666666666666,6350.0,"Young male, owns housing, no savings, little checking account, very high debt-to-savings ratio, seeking credit for furniture/equipment.",bad risk
34,male,1,own,little,rich,2864,18,furniture/equipment,159.11111111111111,1432.0,"Young male, owns housing, little savings, rich checking account, moderate debt-to-savings ratio, seeking credit for furniture/equipment.",good risk
61,male,1,own,little,,1255,12,car,104.58333333333333,627.5,"Older male, owns housing, little savings, no checking account, high debt-to-savings ratio, seeking credit for car.",bad risk
43,male,2,free,little,little,1333,24,car,55.541666666666664,666.5,"Middle-aged male, free housing, little savings, little checking account, high debt-to-savings ratio, seeking credit for car.",bad risk
37,female,2,own,little,,2022,24,car,84.25,1011.0,"Young female, owns housing, little savings, no checking account, high debt-to-savings ratio, seeking credit for car.",bad risk
32,male,2,own,little,,1552,24,radio/TV,64.66666666666667,776.0,"Young male, owns housing, little savings, no checking account, high debt-to-savings ratio, seeking credit for radio/TV.",bad risk
24,female,1,own,little,little,626,12,radio/TV,52.166666666666664,313.0,"Young female, owns housing, little savings, little checking account, moderate debt-to-savings ratio, seeking credit for radio/TV.",good risk
35,male,2,free,,,8858,48,car,184.54166666666666,8858.0,"Middle-aged male, owns housing, no savings, no checking account, very high debt-to-savings ratio, seeking credit for car.",bad risk
23,female,2,own,,,996,12,repairs,83.0,996.0,"Young female, owns housing, no savings, no checking account, very high debt-to-savings ratio, seeking credit for repairs.",bad risk
45,male,1,own,quite rich,,1750,6,radio/TV,291.6666666666667,1750.0,"Middle-aged male, owns housing, quite rich savings, no checking account, very high debt-to-savings ratio, seeking credit for radio/TV.",good risk
34,male,2,own,little,little,6999,48,radio/TV,145.8125,3499.5,"Young male, owns housing, little savings, little checking account, high debt-to-savings ratio, seeking credit for radio/TV.",bad risk
27,male,2,own,moderate,moderate,1995,12,car,166.25,665.0,"Young male, owns housing, moderate savings, moderate checking account, moderate debt-to-savings ratio, seeking credit for car.",good risk
67,female,3,own,little,moderate,1199,9,education,133.22222222222223,599.5,"Older female, owns housing, little savings, moderate checking account, moderate debt-to-savings ratio, seeking credit for education.",good risk
22,male,2,own,little,moderate,1331,12,radio/TV,110.91666666666667,665.5,"Young male, owns housing, little savings, moderate checking account, moderate debt-to-savings ratio, seeking credit for radio/TV.",good risk
28,female,2,own,moderate,moderate,2278,18,car,126.55555555555556,759.3333333333334,"Young female, owns housing, moderate savings, moderate checking account, moderate debt-to-savings ratio, seeking credit for car.",good risk
29,female,2,own,,,5003,21,car,238.23809523809524,5003.0,"Young female, owns housing, no savings, no checking account, very high debt-to-savings ratio, seeking credit for car.",bad risk
27,male,2,own,little,little,3552,24,furniture/equipment,148.0,1776.0,"Young male, owns housing, little savings, little checking account, high debt-to-savings ratio, seeking credit for furniture/equipment.",bad risk
31,male,1,own,little,moderate,1928,18,furniture/equipment,107.11111111111111,964.0,"Young male, owns housing, little savings, moderate checking account, moderate debt-to-savings ratio, seeking credit for furniture/equipment.",good risk
49,male,2,free,,little,2964,24,car,123.5,2964.0,"49-year-old male with a free housing arrangement, no savings, little checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 123.5 for a car.",bad risk
24,male,1,rent,little,little,1546,24,radio/TV,64.41666666666667,773.0,"24-year-old male with rented housing, little savings, little checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 64.42 for a radio/TV.",bad risk
29,female,2,own,little,rich,683,6,radio/TV,113.83333333333333,341.5,"29-year-old female with owned housing, little savings, rich checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 113.83 for a radio/TV.",good risk
37,male,2,free,,moderate,12389,36,car,344.1388888888889,12389.0,"37-year-old male with free housing, no savings, moderate checking account, very high credit amount, and high debt-to-savings ratio. Monthly payment is 344.14 for a car.",bad risk
37,male,3,own,,moderate,4712,24,business,196.33333333333334,4712.0,"37-year-old male with owned housing, no savings, moderate checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 196.33 for a business.",good risk
23,female,2,rent,moderate,moderate,1553,24,radio/TV,64.70833333333333,517.6666666666666,"23-year-old female with rented housing, moderate savings, moderate checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 64.71 for a radio/TV.",good risk
36,male,2,own,little,little,1372,12,car,114.33333333333333,686.0,"36-year-old male with owned housing, little savings, little checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 114.33 for a car.",bad risk
34,male,2,own,rich,,2578,24,radio/TV,107.41666666666667,644.5,"34-year-old male with owned housing, rich savings, no checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 107.42 for a radio/TV.",good risk
41,male,2,own,,moderate,3979,48,radio/TV,82.89583333333333,3979.0,"41-year-old male with owned housing, no savings, moderate checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 82.90 for a radio/TV.",good risk
31,female,2,own,little,little,6758,48,radio/TV,140.79166666666666,3379.0,"31-year-old female with owned housing, little savings, little checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 140.79 for a radio/TV.",bad risk
23,female,1,rent,little,little,3234,24,furniture/equipment,134.75,1617.0,"23-year-old female with rented housing, little savings, little checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 134.75 for furniture/equipment.",bad risk
38,male,2,own,little,,5954,30,radio/TV,198.46666666666667,2977.0,"38-year-old male with owned housing, little savings, no checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 198.47 for a radio/TV.",bad risk
26,female,3,rent,,,5433,24,car,226.375,5433.0,"26-year-old female with rented housing, no savings, no checking account, high credit amount, and high debt-to-savings ratio. Monthly payment is 226.38 for a car.",bad risk
22,female,1,own,little,little,806,15,business,53.733333333333334,403.0,"22-year-old female with owned housing, little savings, little checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 53.73 for a business.",good risk
27,male,1,own,little,moderate,1082,9,radio/TV,120.22222222222223,541.0,"27-year-old male with owned housing, little savings, moderate checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 120.22 for a radio/TV.",good risk
24,female,2,own,little,,2788,15,furniture/equipment,185.86666666666667,1394.0,"24-year-old female with owned housing, little savings, no checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 185.87 for furniture/equipment.",bad risk
27,female,2,own,little,moderate,2930,12,radio/TV,244.16666666666666,1465.0,"27-year-old female with owned housing, little savings, moderate checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 244.17 for a radio/TV.",good risk
33,female,2,own,,,1927,24,education,80.29166666666667,1927.0,"33-year-old female with owned housing, no savings, no checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 80.29 for education.",bad risk
27,male,2,own,little,moderate,2820,36,car,78.33333333333333,1410.0,"27-year-old male with owned housing, little savings, moderate checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 78.33 for a car.",good risk
27,male,1,own,little,,937,24,education,39.041666666666664,468.5,"27-year-old male with owned housing, little savings, no checking account, moderate credit amount, and high debt-to-savings ratio. Monthly payment is 39.04 for education.",good risk
30,male,2,own,little,moderate,1056,18,car,58.666666666666664,528.0,"30-year-old male with moderate income, owns housing, little savings, moderate checking account, high debt-to-savings ratio, seeking car loan.",bad risk
49,male,1,own,little,moderate,3124,12,car,260.3333333333333,1562.0,"49-year-old male with stable income, owns housing, little savings, moderate checking account, high debt-to-savings ratio, seeking car loan.",bad risk
26,female,2,rent,little,,1388,9,furniture/equipment,154.22222222222223,694.0,"26-year-old female with moderate income, rents housing, little savings, no checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
33,male,1,rent,little,moderate,2384,36,repairs,66.22222222222223,1192.0,"33-year-old male with stable income, rents housing, little savings, moderate checking account, moderate debt-to-savings ratio, seeking repairs loan.",good risk
52,female,3,free,,,2133,12,car,177.75,2133.0,"52-year-old female with stable income, free housing, no savings, no checking account, very high debt-to-savings ratio, seeking car loan.",bad risk
20,female,2,rent,little,little,2039,18,furniture/equipment,113.27777777777777,1019.5,"20-year-old female with moderate income, rents housing, little savings, little checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
36,male,2,rent,little,little,2799,9,car,311.0,1399.5,"36-year-old male with moderate income, rents housing, little savings, little checking account, high debt-to-savings ratio, seeking car loan.",bad risk
21,male,1,own,little,little,1289,12,furniture/equipment,107.41666666666667,644.5,"21-year-old male with stable income, owns housing, little savings, little checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
47,male,1,own,little,little,1217,18,domestic appliances,67.61111111111111,608.5,"47-year-old male with stable income, owns housing, little savings, little checking account, moderate debt-to-savings ratio, seeking domestic appliances loan.",good risk
60,male,2,own,little,little,2246,12,furniture/equipment,187.16666666666666,1123.0,"60-year-old male with stable income, owns housing, little savings, little checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
58,female,1,own,little,little,385,12,radio/TV,32.083333333333336,192.5,"58-year-old female with stable income, owns housing, little savings, little checking account, moderate debt-to-savings ratio, seeking radio/TV loan.",good risk
42,female,2,rent,,moderate,1965,24,car,81.875,1965.0,"42-year-old female with moderate income, rents housing, no savings, moderate checking account, very high debt-to-savings ratio, seeking car loan.",bad risk
36,female,1,own,rich,,1572,21,business,74.85714285714286,393.0,"36-year-old female with stable income, owns housing, rich savings, no checking account, low debt-to-savings ratio, seeking business loan.",good risk
20,female,1,rent,little,moderate,2718,24,car,113.25,1359.0,"20-year-old female with moderate income, rents housing, little savings, moderate checking account, high debt-to-savings ratio, seeking car loan.",bad risk
40,male,3,own,,little,1358,24,vacation/others,56.583333333333336,1358.0,"40-year-old male with moderate income, owns housing, no savings, little checking account, very high debt-to-savings ratio, seeking vacation/others loan.",bad risk
32,female,1,own,moderate,moderate,931,6,car,155.16666666666666,310.3333333333333,"32-year-old female with stable income, owns housing, moderate savings, moderate checking account, low debt-to-savings ratio, seeking car loan.",good risk
23,female,2,rent,little,little,1442,24,car,60.083333333333336,721.0,"23-year-old female with moderate income, rents housing, little savings, little checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
36,male,1,own,little,moderate,4241,24,business,176.70833333333334,2120.5,"36-year-old male with stable income, owns housing, little savings, moderate checking account, high debt-to-savings ratio, seeking business loan.",bad risk
31,male,2,own,little,,2775,18,car,154.16666666666666,1387.5,"31-year-old male with moderate income, owns housing, little savings, no checking account, high debt-to-savings ratio, seeking car loan.",bad risk
32,male,2,free,little,,3863,24,business,160.95833333333334,1931.5,"32-year-old male with stable income, free housing, little savings, no checking account, very high debt-to-savings ratio, seeking business loan.",bad risk
45,female,2,own,little,moderate,2329,7,radio/TV,332.7142857142857,1164.5,"Age 45, female, employed, owns housing, little savings, moderate checking account, credit amount 2329, 7 months duration, monthly payment 332.71, high debt to savings ratio 1164.5.",bad risk
30,female,2,own,little,moderate,918,9,furniture/equipment,102.0,459.0,"Age 30, female, employed, owns housing, little savings, moderate checking account, credit amount 918, 9 months duration, monthly payment 102.0, moderate debt to savings ratio 459.0.",good risk
34,female,1,free,little,moderate,1837,24,education,76.54166666666667,918.5,"Age 34, female, employed, free housing, little savings, moderate checking account, credit amount 1837, 24 months duration, monthly payment 76.54, high debt to savings ratio 918.5.",bad risk
28,female,3,own,little,,3349,36,furniture/equipment,93.02777777777777,1674.5,"Age 28, female, employed, owns housing, little savings, no checking account, credit amount 3349, 36 months duration, monthly payment 93.03, high debt to savings ratio 1674.5.",bad risk
23,female,2,own,little,rich,1275,10,furniture/equipment,127.5,637.5,"Age 23, female, employed, owns housing, little savings, rich checking account, credit amount 1275, 10 months duration, monthly payment 127.5, moderate debt to savings ratio 637.5.",good risk
22,male,2,own,quite rich,little,2828,24,furniture/equipment,117.83333333333333,2828.0,"Age 22, male, employed, owns housing, quite rich savings, little checking account, credit amount 2828, 24 months duration, monthly payment 117.83, high debt to savings ratio 2828.0.",bad risk
74,male,3,own,little,,4526,24,business,188.58333333333334,2263.0,"Age 74, male, self-employed, owns housing, little savings, no checking account, credit amount 4526, 24 months duration, monthly payment 188.58, moderate debt to savings ratio 2263.0.",good risk
50,female,2,free,moderate,moderate,2671,36,radio/TV,74.19444444444444,890.3333333333334,"Age 50, female, employed, free housing, moderate savings, moderate checking account, credit amount 2671, 36 months duration, monthly payment 74.19, moderate debt to savings ratio 890.33.",good risk
33,male,2,own,little,,2051,18,radio/TV,113.94444444444444,1025.5,"Age 33, male, employed, owns housing, little savings, no checking account, credit amount 2051, 18 months duration, monthly payment 113.94, high debt to savings ratio 1025.5.",bad risk
45,male,2,free,,,1300,15,car,86.66666666666667,1300.0,"Age 45, male, employed, free housing, no savings, no checking account, credit amount 1300, 15 months duration, monthly payment 86.67, high debt to savings ratio 1300.0.",bad risk
22,female,2,own,moderate,little,741,12,domestic appliances,61.75,247.0,"Age 22, female, employed, owns housing, moderate savings, little checking account, credit amount 741, 12 months duration, monthly payment 61.75, moderate debt to savings ratio 247.0.",good risk
48,female,1,free,moderate,rich,1240,10,car,124.0,413.3333333333333,"Age 48, female, employed, free housing, moderate savings, rich checking account, credit amount 1240, 10 months duration, monthly payment 124.0, moderate debt to savings ratio 413.33.",good risk
29,female,2,own,rich,little,3357,21,radio/TV,159.85714285714286,839.25,"Age 29, female, employed, owns housing, rich savings, little checking account, credit amount 3357, 21 months duration, monthly payment 159.86, moderate debt to savings ratio 839.25.",good risk
22,female,2,rent,little,little,3632,24,car,151.33333333333334,1816.0,"Age 22, female, employed, rents housing, little savings, little checking account, credit amount 3632, 24 months duration, monthly payment 151.33, high debt to savings ratio 1816.0.",bad risk
22,female,2,own,little,,1808,18,furniture/equipment,100.44444444444444,904.0,"Age 22, female, employed, owns housing, little savings, no checking account, credit amount 1808, 18 months duration, monthly payment 100.44, high debt to savings ratio 904.0.",bad risk
48,male,3,own,,moderate,12204,48,business,254.25,12204.0,"Age 48, male, self-employed, owns housing, no savings, moderate checking account, credit amount 12204, 48 months duration, monthly payment 254.25, high debt to savings ratio 12204.0.",bad risk
27,male,3,free,,moderate,9157,60,radio/TV,152.61666666666667,9157.0,"Age 27, male, self-employed, free housing, no savings, moderate checking account, credit amount 9157, 60 months duration, monthly payment 152.62, high debt to savings ratio 9157.0.",bad risk
37,male,2,rent,little,little,3676,6,car,612.6666666666666,1838.0,"Age 37, male, employed, rents housing, little savings, little checking account, credit amount 3676, 6 months duration, monthly payment 612.67, high debt to savings ratio 1838.0.",bad risk
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,114.7,1147.0,"Age 21, female, employed, rents housing, moderate savings, moderate checking account, credit amount 3441, 30 months duration, monthly payment 114.7, moderate debt to savings ratio 1147.0.",good risk
49,male,1,own,little,,640,12,car,53.333333333333336,320.0,"Age 49, male, employed, owns housing, little savings, no checking account, credit amount 640, 12 months duration, monthly payment 53.33, moderate debt to savings ratio 320.0.",good risk
27,male,2,own,little,moderate,3652,21,business,173.9047619047619,1826.0,"Age 27, male, owns housing, little savings, moderate checking account, credit amount 3652, 21 months duration, business purpose, monthly payment 173.90, debt to savings ratio 1826.0.",bad risk
32,male,2,own,little,,1530,18,car,85.0,765.0,"Age 32, male, owns housing, little savings, no checking account, credit amount 1530, 18 months duration, car purpose, monthly payment 85.0, debt to savings ratio 765.0.",bad risk
38,male,2,own,,,3914,48,business,81.54166666666667,3914.0,"Age 38, male, owns housing, no savings, no checking account, credit amount 3914, 48 months duration, business purpose, monthly payment 81.54, debt to savings ratio 3914.0.",bad risk
22,female,2,rent,little,little,1858,12,furniture/equipment,154.83333333333334,929.0,"Age 22, female, owns housing, little savings, little checking account, credit amount 1858, 12 months duration, furniture/equipment purpose, monthly payment 154.83, debt to savings ratio 929.0.",bad risk
65,male,2,free,little,little,2600,18,radio/TV,144.44444444444446,1300.0,"Age 65, male, free housing, little savings, little checking account, credit amount 2600, 18 months duration, radio/TV purpose, monthly payment 144.44, debt to savings ratio 1300.0.",good risk
35,male,2,own,,,1979,15,radio/TV,131.93333333333334,1979.0,"Age 35, male, owns housing, no savings, no checking account, credit amount 1979, 15 months duration, radio/TV purpose, monthly payment 131.93, debt to savings ratio 1979.0.",bad risk
